Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,Company,Region,Producer,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Color,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
"sunvirtue co., ltd.",Vietnam,apollo estate,Oriental Paris Civet Coffee,yes,"sunvirtue co., ltd.",dala,"Yeh, Li Chuan",2017,"May 9th, 2017",Other,4.4951219646461364,7.672436812319457,5.827543050471375,8.172819848813873,4.199259411544565,8.482220974801914,8.67,10.0,10.0,8.620511384629417,0.0,,m,1550.0,1550.0,1550.0
"exportadora atlantic, s.a.",Nicaragua,los mesones,,planta procesadora sebaco,exportadora atlantic s.a,jinotega,Sheldom La rue,2015,"April 24th, 2015",Washed / Wet,7.462123186966777,7.797044292075228,7.72551189596497,8.813077019660636,8.637782299587561,8.177811104916849,10.0,10.0,10.0,8.26712376669848,0.11,,m,1100.0,1275.0,1187.5
cadexsa,Honduras,cerro bueno,,cadexsa,cadexsa,marcala,Jose Omar Acosta,2015,"January 26th, 2015",Washed / Wet,7.483474033942064,5.736577211136577,3.9778475116179357,7.247211143623023,8.371001223087678,8.525174654486154,10.0,10.0,10.0,7.877674670577298,0.11,Green,m,1400.0,1400.0,1400.0
juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,2013,"August 7th, 2013",Washed / Wet,7.2003382705354495,7.024311644803317,9.424762995331914,8.791847680760043,9.504964231943717,8.301944506514065,10.0,10.0,10.0,7.5546982960063715,0.11,Green,ft,3931.92,3931.92,3931.92
pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,alcafe s.a. de c.v,café katsina,coatepec,PABLO ENRIQUE MARTINEZ GAMA,2012,"October 9th, 2012",Washed / Wet,10.0,5.827943571377904,8.952229233908064,7.595274958046327,8.797710764069365,8.686804592996403,10.0,10.0,10.0,7.6490839188221775,0.11,Green,m,1250.0,1250.0,1250.0
israel eduardo paz garcia,Mexico,el carrizo,,"zaragoza itundujia, oaxaca",cafeorganico.mx,zaragoza itundujia,CIRILO JOSE JOSE,2012,"September 13th, 2012",Washed / Wet,6.090017103999593,8.004798292027091,8.002007989598354,6.985855945478036,9.34764427254702,8.359567502219539,8.67,10.0,10.0,9.151725650209784,0.14,Green,m,1550.0,1550.0,1550.0
marco virgilio ramirez teliz,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,2012,"September 10th, 2012",Washed / Wet,8.901101988527207,7.143270156338677,6.716758538573465,6.946370921252468,8.894534334825666,8.176857068860098,10.0,10.0,10.0,8.481781880568239,0.12,Green,m,1000.0,1000.0,1000.0
juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,2012,"May 24th, 2012",Washed / Wet,9.250981566471973,8.721955997709745,9.77522118748916,7.702526892030605,8.828126023688347,8.241849934428169,10.0,10.0,10.0,8.232154300556491,0.11,Green,ft,3931.92,3931.92,3931.92
kona pacific farmers cooperative,United States of America,,,,,kona,,,"September 22nd, 2011",,6.913852295485812,3.2310370634336487,8.433816126721089,7.437843844643714,7.817196440737427,8.69360008385591,9.33,9.33,9.33,8.396475015193278,0.05,,ft,,,
brayan cunha souza,Brazil,,BR5691,cafeco 3,carmo coffees,mantiqueira de minas,,2017 / 2018,"November 29th, 2017",Pulped natural / honey,7.102565680259026,7.2362242728403965,9.527652481617658,6.751842480466138,6.319914020430208,8.835430337575207,10.0,10.0,10.0,9.508719720899457,0.11,Green,m,1100.0,1100.0,1100.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,,好自在咖啡莊園,宸嶧國際,苗栗泰安,簡義榮,2014,"November 23rd, 2014",Washed / Wet,4.964009484563388,7.281053270737027,10.0,8.03786940769644,9.093748008469248,8.32413207437891,10.0,10.0,10.0,9.139087875800687,0.07,Green,m,850.0,850.0,850.0
honor dela fuente,Nicaragua,,,,costco wholesale industries,,,2013,"February 25th, 2014",Natural / Dry,4.816652975490678,5.973506564794563,8.095049022118024,6.821089684553461,7.824086331784412,7.959866820043309,10.0,10.0,10.0,7.514783119387318,0.1,Green,m,,,
cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,2013/2014,"December 26th, 2013",Other,4.15023040253588,9.153944495531396,9.331356480511783,10.0,4.117278886929087,8.474828495941036,10.0,10.0,10.0,7.830370354007052,0.11,Green,m,200.0,200.0,200.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,2013/2014,"December 26th, 2013",Washed / Wet,8.328906541232254,6.179570135192933,7.425469637872001,7.44481609597784,8.674177252541089,8.2790119633584,10.0,10.0,10.0,8.205115125915643,0.11,Green,m,150.0,150.0,150.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,2013/2014,"December 26th, 2013",Semi-washed / Semi-pulped,7.61842351267985,7.237362754230117,7.750244509723871,7.18395782195745,6.878689311558034,8.509832054122388,10.0,10.0,10.0,8.549436995881553,0.11,Green,m,250.0,250.0,250.0
israel eduardo paz garcia,Mexico,el tabaco,,"zaragoza itundujia, oaxaca",cafeorganico.mx,zaragoza itundujia,ALBERTA TEODORO ANALCO,2012,"September 14th, 2012",Washed / Wet,7.764384085229639,7.3988808537484525,8.866416196586066,7.476153669719535,8.608817388082128,8.374043246200072,10.0,10.0,10.0,8.729960868925563,0.15,None,m,1300.0,1300.0,1300.0
federico pacheco perez,Mexico,,,,,escuitla,FEDERICO PACHECO PEREZ,2012,"August 30th, 2012",Washed / Wet,7.198079783393531,8.841014702304706,6.405317599675356,8.073201025367299,9.236610124620428,8.812862248011596,10.0,10.0,10.0,8.29049491448463,0.14,Green,m,1300.0,1300.0,1300.0
"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,605135 / K1730103,beneficio san carlos,"comercial internacional exportadora, s.a.",jinotega,RONALDO LACAYO CARDENAL,2017,"June 13th, 2017",Washed / Wet,6.999119489981272,4.526059139678344,8.095912442758879,7.528774409593472,8.985648713065508,8.659774404564482,10.0,10.0,10.0,8.412923205888571,0.1,Green,m,1250.0,1250.0,1250.0
ngu shwe li,Myanmar,doe kwin,,ngu shwe li coffee estate,ngu shwe li coffee estate,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,2015,"July 17th, 2015",Washed / Wet,6.068901481731224,6.7622186808958435,7.361842120984957,8.067604149369492,9.079370340210511,9.048769729997074,10.0,10.0,10.0,8.534833824709898,0.0,Green,m,3845.0,3845.0,3845.0
kurt kappeli,Mexico,various,,productores de cafes especiales sc,globus coffee,"sierra fraylesca, chiapas",various small producers,2014,"May 1st, 2014",Washed / Wet,7.409992029695737,7.012267708750748,9.66046662720748,8.096934454490897,9.649305967591607,9.002522670037646,8.67,8.67,10.0,8.75835999054857,0.0,Green,m,1300.0,1500.0,1400.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,2013/2014,"December 26th, 2013",Washed / Wet,4.390777641811122,8.077644835435915,7.3391093589723635,10.0,9.611954988536652,8.282418142728591,10.0,10.0,10.0,8.724240855355713,0.11,Green,m,250.0,250.0,250.0
doi tung development project,Thailand,doi tung development project,,doi tung development project,doi tung development project,thailand,Doi Tung Development Project,2012,"May 29th, 2013",Washed / Wet,6.4299711333307625,4.6802924804277035,8.258192884185641,8.37992010566034,9.104482764623443,8.894041116221599,10.0,10.0,10.0,8.032688111003896,0.0,Green,m,800.0,800.0,800.0
pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,alcafe s.a. de c.v,,coatepec,PABLO ENRIQUE MARTINEZ GAMA,2012,"September 10th, 2012",Washed / Wet,6.770870378285476,10.0,9.76644733233633,7.843831428889585,8.969900980251364,8.691860571491356,9.33,10.0,10.0,8.864228025129872,0.12,Green,m,1250.0,1250.0,1250.0
semiramis casas velazquez,Mexico,"santa clara, california y camila",,finca camila,,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,2012,"September 4th, 2012",Washed / Wet,8.234042115978703,5.114797251955377,7.512718836352428,6.2810274695801676,8.96377316814328,8.52370253168313,10.0,10.0,10.0,8.55292767600611,0.11,Green,m,1100.0,1100.0,1100.0
ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",,,,limu,Contact name | ATO Teshome Belamo,2010,"June 17th, 2010",,6.268926693282897,6.578933458683686,6.913116909109746,7.603837882447717,8.520872873741268,8.014176092684497,8.67,9.33,8.67,9.11677387558266,0.05,,m,,,
federacion nacional de cafeteros,Colombia,,,,federacion nacional de cafeteros,huila,,2015,"April 23rd, 2015",Washed / Wet,10.0,9.415915601667349,5.459464290247711,7.4093358901727315,8.889791142628185,8.010664853257424,6.67,10.0,10.0,8.418810081827711,0.0,Green,m,,,
eileen koyanagi,United States of America,,,,kona pacific farmers cooperative,kona,,2014,"May 12th, 2014",Natural / Dry,5.873050884415567,9.016432528704977,7.647897439459242,5.299015239054391,7.380126530516522,8.305044034115111,10.0,10.0,10.0,7.484048347830652,0.11,Green,ft,,,
calixto guillen vazquez,Mexico,various,,productores de cafes especiales sc,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,2013,"March 29th, 2013",Washed / Wet,8.672977569949182,5.292952619045493,7.5777972748508216,8.245300860032287,8.678688650896934,8.215970490493255,9.33,10.0,10.0,8.854248988332682,0.12,Green,m,1300.0,1300.0,1300.0
alejandro garcia palacios,Mexico,finca buenos aires,,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,"motozintla, chiapas",MARTHA PALACIOS,2012,"September 11th, 2012",Washed / Wet,5.434973637407556,8.594019217481549,7.64796875813604,7.1491668362101874,9.105380934900694,8.68151708527229,10.0,10.0,10.0,7.567800460690703,0.12,Green,m,1100.0,1100.0,1100.0
christina dusing,Mexico,rancho san francisco iii,,ecc beneficio veracruz,,veracruz,DELMAR MORENO GUILLEN,2012,"August 30th, 2012",Washed / Wet,6.0004434997823175,8.200208864531307,8.702270214927868,6.721531534798462,8.683497191790098,8.65063838540847,10.0,10.0,10.0,8.572720001335702,0.0,,m,1100.0,1100.0,1100.0
montegrande,Mexico,finca monte grande,,"finca montegrande, jaltenango",,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,2012,"July 26th, 2012",Washed / Wet,7.498749662922815,5.8514193294459185,6.226383761099049,5.7657632744645575,9.4420232226985,8.626292934175684,9.33,10.0,10.0,8.574552915233028,0.11,Green,m,1100.0,1100.0,1100.0
pablo enrique martinez gama,Mexico,finca la orduña,,"finca la orduña, coatepec, ver.",,coatepec,PABLO ENRIQUE MARTINEZ GAMA,2012,"July 11th, 2012",Natural / Dry,7.766688442433603,8.184169242733095,10.0,7.848666928857621,8.614133084335139,8.364862778424888,9.33,10.0,10.0,8.87758310882841,0.12,Green,m,1250.0,1250.0,1250.0
jesus carlos cadena valdivia,Mexico,finca huehuetecpan,,"cosautlan de carvajal, veracruz, méxico",cafetalera la asunción s.a. de c.v.,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,2012,"July 11th, 2012",Washed / Wet,7.259926072237175,8.237747249566906,9.442613635117633,8.877100071068119,8.839027802910612,8.090795365740274,10.0,9.33,10.0,8.787487979298438,0.11,Green,m,1250.0,1250.0,1250.0
kona pacific farmers cooperative,United States of America,,,,,kona,,,"September 22nd, 2011",,6.318417948164916,9.025940449140329,8.926420937476546,5.702366006208093,8.972232617412129,8.695545803884375,8.67,8.67,10.0,7.844948400633597,0.05,,ft,,,
kennedy macharia,Kenya,yara estate / benvar estate,SC 9634,sasini mills / thika cofee mills,taylor winch (coffee) ltd,kiambu,YARA / BENVAR,2017,"August 25th, 2017",Washed / Wet,10.0,8.44483271168326,8.196508083673388,9.345774789476199,9.111781812155186,8.781646246943772,10.0,10.0,10.0,8.535366338361138,0.11,,m,1500.0,1500.0,1500.0
juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,"unex guatemala, s.a.",san marcos,JORGE LEAL,2017,"August 22nd, 2017",Washed / Wet,7.754101194363889,10.0,8.168093610973111,8.515085864639941,9.21932970911148,8.27350184545443,9.33,10.0,10.0,8.724587004301277,0.1,Green,m,1700.0,1700.0,1700.0
asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,,beneficio soppexcca,asociación aldea global jinotega,jinotega,Asociación Aldea Global Jinotega,2014,"March 30th, 2015",Washed / Wet,7.453842319735742,2.30260899642522,8.105720793778447,8.61442829853719,8.58985479405335,8.323011161493351,10.0,10.0,10.0,8.469417810115843,0.11,Green,m,1250.0,1250.0,1250.0
sergio de la vequia bernardi,Mexico,la cuchilla,,cafetalera la cuchilla,,veracruz,CIRO DE LA VEQUIA CESSA,2012,"July 11th, 2012",Washed / Wet,4.1357894612975965,4.610154344784405,8.745624684927673,5.527069699729575,8.872241566432578,8.187246973029426,10.0,10.0,10.0,8.476525159254773,0.12,Green,m,1300.0,1300.0,1300.0
kona pacific farmers cooperative,United States of America,,,,kona pacific farmers cooperative,kona,,2012,"April 5th, 2012",Natural / Dry,7.542698042286311,4.953164365608981,6.810311664541991,7.1790614305736735,9.202084055788422,8.194078268988326,9.33,10.0,10.0,8.662200398740675,0.12,Blue-Green,ft,,,
juan luis alvarado romero,Guatemala,la esperanza,11/23/0507,beneficio ixchel,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",2016,"June 22nd, 2017",Washed / Wet,5.769873495441248,8.437015387792291,7.073237944827513,6.001979841898213,8.802949040604462,7.813250444010181,9.33,9.33,9.33,7.5658710988845,0.1,Green,m,190164.0,190164.0,190164.0
"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,,ka-vulungan coffee estate,"red on tree co., ltd.","taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,2014,"March 21st, 2015",Natural / Dry,7.620053122970121,7.9681460605169185,8.033526176686795,8.40970862681179,9.932274180652461,8.337349744477825,9.33,9.33,8.67,8.82159058557389,0.0,,m,800.0,1200.0,1000.0
"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.","baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,2013,"July 28th, 2014",Washed / Wet,9.331234840154137,8.413806374666585,10.0,7.072017365198071,9.466222681206762,7.780252687165433,10.0,10.0,10.0,8.665119999342481,0.1,Blue-Green,m,500.0,700.0,600.0
doi tung development project,Thailand,,,doi tung development project,doi tung development project,thailand,Doi Tung Development Project,2013,"June 16th, 2014",Washed / Wet,6.1139793429551395,8.148685125116634,6.962751458805437,7.372059542188393,9.352970657183176,7.8131278000252316,10.0,10.0,10.0,8.000406824170204,0.12,Green,m,800.0,800.0,800.0
dane loraas,Peru,,,,sustainable harvest,huanuco,,2013,"January 23rd, 2014",Washed / Wet,7.851168061686402,5.0161930149090805,8.207594879815506,7.998542543539152,9.472190245312973,8.214974206532313,9.33,10.0,10.0,8.654797184191242,0.12,Green,m,,,
the coffee source inc.,Costa Rica,several,,coopeagri,the coffee source inc.,brunca,Coopeagri,2013,"September 23rd, 2013",Washed / Wet,4.9244188890961365,5.256738290060156,7.730270252447465,6.544001251878747,9.407543541291515,8.347349659922184,8.0,8.0,10.0,8.446492875746701,0.1,Bluish-Green,m,1100.0,1100.0,1100.0
fredy gordillo reyes,Mexico,union ramal santa cruz,,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,2013,"March 29th, 2013",Washed / Wet,7.822756693540626,6.390103416984148,8.396220362028094,9.221280479715396,9.289650492221648,8.54757222556864,10.0,10.0,10.0,8.469015413812533,0.12,Green,m,1400.0,1400.0,1400.0
leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,,,comon yaj noptic s. de ss,chiapas,COMONYAJ NOPTIC S DE SS,2013,"March 29th, 2013",Washed / Wet,9.406268495916912,5.893288741009117,7.9369973663840305,5.33366474812329,8.809541749153533,8.556496564917571,10.0,9.33,10.0,8.434417940872416,0.13,Green,m,1022.0,1022.0,1022.0
calixto guillen vazquez,Mexico,various,,productores de cafes especiales sc,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,2013,"March 29th, 2013",Washed / Wet,10.0,7.339092601718383,6.057589276192537,8.534124285974151,9.187836268469527,8.440781082203957,10.0,10.0,10.0,7.900355677258863,0.12,Green,m,1300.0,1300.0,1300.0
israel eduardo paz garcia,Mexico,peña negra,,"zaragoza itundujia, oaxaca",cafeorganico.mx,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,2012,"September 14th, 2012",Washed / Wet,9.279512540399619,7.921726027192418,7.0897001840433145,7.1366422727135905,8.95636635161051,8.218004406116718,10.0,10.0,10.0,7.920328368551754,0.14,None,m,1450.0,1450.0,1450.0
alfredo bojalil,Mexico,el vergel,,amsa oaxaca,ecomtrading,pochutla,ANGEL GONZALES,2012,"September 4th, 2012",Washed / Wet,8.115244730950767,8.557220026949652,9.622526373350325,7.710344015103729,8.544136139655363,8.947038749279097,10.0,10.0,10.0,8.831764594691476,0.1,Green,m,1050.0,1050.0,1050.0
lusso lab,Guatemala,genuine antigua medina,,,lusso coffee lab,antigua,Jorge Bolanos,2012,"July 23rd, 2012",Washed / Wet,8.45209257813197,5.173318067328047,10.0,7.7891026145325375,9.162502752893246,8.206520022699335,9.33,9.33,9.33,9.117717829413518,0.0,Green,m,,,
montegrande,Mexico,finca monte grande,,,cafe montegrande,tuxtla gutierrez,ALFREDO MOISES CEJA,2012,"June 6th, 2012",Washed / Wet,7.541532857874461,8.822732508195473,10.0,7.929274757681327,9.0059165839548,8.81547421997473,10.0,10.0,10.0,8.237232159915768,0.12,,m,1100.0,1100.0,1100.0
juan luis alvarado romero,Guatemala,la esmeralda,11/23/0508,beneficio ixchel,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,2016,"June 22nd, 2017",Washed / Wet,7.012147199770467,8.459734175812969,6.776593601879799,8.134579014245153,8.951832232980797,8.19030582833334,9.33,9.33,9.33,8.470520859342527,0.1,Green,ft,3657.6,3657.6,3657.6
consejo salvadoreño del café,El Salvador,la montaña,1,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,consejo salvadoreño del café,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,2016,"March 23rd, 2017",Washed / Wet,6.545496486685951,6.339850508393368,9.819466095015986,6.8205407467497245,9.335574090764254,8.602046171939293,10.0,10.0,10.0,8.91734200086765,0.0,Bluish-Green,m,1250.0,1250.0,1250.0
doi tung development project,Thailand,,,doi tung development project,doi tung development project,thailand,Doi Tung Development Project,2013,"June 16th, 2014",Washed / Wet,4.986205132002183,6.7006625889215305,8.757604326826383,8.567810149212624,8.770458487905849,8.204676271724576,10.0,10.0,10.0,8.158377086498637,0.12,Blue-Green,m,800.0,800.0,800.0
juan luis alvarado romero,Guatemala,la castellana,,beneficio ixchel,"unex guatemala, s.a.",oriente,AGRIPEC DE LA VEGA Y CIA.,2013,"June 27th, 2013",Washed / Wet,5.620916116961279,8.579193264870423,8.997353215066232,8.48252685523378,9.182634206205906,8.358764000059848,10.0,10.0,10.0,8.696930633251988,0.11,Green,ft,3931.92,3931.92,3931.92
fredy gordillo reyes,Mexico,union ramal santa cruz,,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,2013,"March 29th, 2013",Washed / Wet,4.702853224510539,10.0,10.0,10.0,9.066444094392883,7.737750730246577,10.0,10.0,10.0,8.683240237802996,0.12,Green,m,1400.0,1400.0,1400.0
saul m. hernandez ramirez,Mexico,el encinal,,en el progreso,,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",2012,"September 27th, 2012",Washed / Wet,7.694370148263401,8.457246060170615,10.0,9.809264730681427,8.66081364080588,8.50770304969631,10.0,10.0,10.0,8.087214532379798,0.13,None,m,975.0,975.0,975.0
alfredo bojalil,Mexico,consolapa,,,ecomtrading,"coatepec, coatepec",CECILIA AVILA CAMBEROS,2012,"June 4th, 2012",Washed / Wet,7.4604792465651855,5.404877719508018,8.325571653439917,9.252783260531988,9.13074004941085,8.77418379914849,10.0,10.0,10.0,7.409144740717725,0.0,,m,1264.0,1264.0,1264.0
doi tung development project,Thailand,doi tung development project,,,,,Doi Tung Development Project,,"April 9th, 2010",,7.38528110751636,5.914903782286574,10.0,7.338035539009509,8.791279667282414,8.148641238439088,10.0,10.0,10.0,8.826560537295439,0.0,,m,,,
obed rendon ponce,Mexico,tepetzingo,,monte blanco,cafetera el grande s.a. de c.v.,tepetzingo,ROGELIO JACOME MORALES,2012,"September 17th, 2012",Washed / Wet,8.46292133851734,10.0,7.517292307269187,9.373943025076024,9.065487451564751,8.118518060084586,10.0,10.0,10.0,8.960129346482896,0.12,None,m,1250.0,1250.0,1250.0
armando luis pohlenz martinez,Mexico,,,finca custepec,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,2012,"August 30th, 2012",Washed / Wet,6.185405602787236,6.396764214411881,6.142832958734269,7.544428503911508,9.477293845488305,8.030429784994189,10.0,10.0,10.0,8.72282417927653,0.13,Green,m,1550.0,1550.0,1550.0
exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,,huila,,4T/10,"February 9th, 2011",,8.248963316852993,5.587146700256604,7.3513245618326595,6.759869488155905,9.096045159594308,8.889880784811881,10.0,10.0,10.0,8.581541387018882,0.1,,m,1800.0,1800.0,1800.0
carl walker,Guatemala,la igualdad,,concepcion,,"chuva, san marcos",Federico Weller,2009/2010,"January 13th, 2011",,9.450367764954978,7.198971760111128,5.259016487730563,7.534412886917247,9.443356879143954,8.560332491013112,10.0,10.0,10.0,7.646127166896143,0.17,,ft,3200.4,4754.88,3977.6400000000012
cooperativa el gorrion r.l,Nicaragua,las nubes,,,cooperativa el gorrion r.l,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,2015,"July 6th, 2015",Natural / Dry,8.346620176215303,7.084792135237671,8.55507231953489,6.785532274524143,7.063595289058068,8.048092270085643,10.0,10.0,10.0,8.233108489458242,0.12,Green,m,1050.0,1050.0,1050.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,,黑咖啡道咖啡,blossom valley宸嶧國際,nantou,張素真,2014,"May 23rd, 2015",Natural / Dry,7.184661227706433,4.510880846977908,8.621115924385814,9.062314090509817,8.410001321129467,8.123280978001217,10.0,10.0,10.0,8.355173087180937,0.0,,m,700.0,700.0,700.0
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,cundinamarca,,2013,"June 21st, 2013",Washed / Wet,5.923867060585788,5.7854062855420265,7.559575716561702,9.219624647432203,8.687592247128524,8.803912186937335,10.0,6.67,10.0,7.324986378983151,0.0,Green,m,1550.0,1550.0,1550.0
armando luis pohlenz martinez,Mexico,,,finca custepec,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,2012,"August 1st, 2012",Washed / Wet,6.193740741514512,8.404550299603294,9.962712815039897,10.0,9.120787885587074,8.344074843523465,9.33,10.0,10.0,8.813232599699232,0.12,Green,m,1550.0,1550.0,1550.0
mario jose fernandez,Mexico,casa blanca,,,,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,2012,"July 11th, 2012",Washed / Wet,5.37548478208717,10.0,8.890230448697443,7.7150495684107065,8.726442574218774,8.593042276186235,9.33,10.0,10.0,8.247301270652072,0.12,Bluish-Green,m,1100.0,1100.0,1100.0
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2013,"May 13th, 2014",Washed / Wet,4.881060877721269,6.755108134035861,8.071132523742836,8.097952768422356,8.891376012778382,8.018575951026412,9.33,9.33,9.33,8.28635262036886,0.1,Green,ft,3657.6,3657.6,3657.6
juan luis alvarado romero,Guatemala,various,,las americas,outspan guatemala s.a.,oriente,VARIOS,2014,"March 31st, 2014",Washed / Wet,8.850386650306161,9.876868972552565,7.033982272257497,8.222588497371042,9.186235605216877,8.581492725540574,10.0,10.0,10.0,8.182322957522818,0.1,Green,ft,3657.6,3657.6,3657.6
adriana torres rico quevedo,Mexico,cre-leg l-4,,cre-leg beneficio,cafessisimo compañia s.a. de c.v.,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,2012,"September 11th, 2012",Washed / Wet,7.208871632261792,6.636956956804543,9.78080447073835,8.791237599330994,8.492112563946526,8.75873616956401,10.0,10.0,10.0,9.055352327657408,0.13,Green,m,800.0,800.0,800.0
rre kunene,Côte d'Ivoire,cnra station of divo,Lot A 20170519,cnra station of divo,royal 1750 coffee,cnra station of divo,CNRA,2016,"June 6th, 2017",Washed / Wet,5.4077991050773,8.694154392584316,7.0981346537373495,7.146379028856662,9.057695810762787,8.222927761930405,9.33,10.0,10.0,8.02743121320288,0.13,Bluish-Green,m,200.0,200.0,200.0
the coffee source inc.,Colombia,several,,spot,the coffee source inc.,pereira,Spot,2013,"January 8th, 2014",Washed / Wet,7.918591191481598,7.9177308899950685,6.522818640219687,5.065033145422157,9.01934332108835,7.901239841300543,9.33,9.33,10.0,8.444145594860606,0.0,Green,m,1200.0,1200.0,1200.0
eric jesus cordoba arroyo,Mexico,el encanto,,"el olvido, zentla, veracruz",,zentla,ERIC JESUS CORDOBA ARROYO,2012,"September 17th, 2012",Washed / Wet,7.444168421989152,8.736514422049915,9.72472940098768,8.702355525610386,9.250056615714348,8.126672327563549,10.0,10.0,10.0,8.158019154705134,0.14,None,m,950.0,950.0,950.0
eric jesus cordoba arroyo,Mexico,la gloria,,"el olvido, zentla, veracruz",,zentla,ANTONIO CORDOBA MURILLO,2012,"September 10th, 2012",Washed / Wet,4.836058182172403,6.969555708313576,10.0,9.48052026798211,9.066582650250657,8.403827335430758,9.33,10.0,10.0,8.251892019332228,0.14,Green,m,750.0,750.0,750.0
juan luis alvarado romero,Guatemala,conquista / morito,,beneficio ixchel,"unex guatemala, s.a.",oriente,Conquista/ Morito,2012,"January 13th, 2012",Washed / Wet,4.13841872128406,3.7851636845091226,9.459308853375926,8.128665635594764,8.876920621571534,8.352789220568193,10.0,10.0,10.0,8.716201591929059,0.11,Green,m,,,
"lin, che-hao krude 林哲豪",Taiwan,baishencun coffee farm百勝村咖啡莊園,,baishengcun coffee 百勝村咖啡莊園,"red on tree co., ltd.",natou county,WU SHU YI 巫叔憶,2014,"November 7th, 2014",Washed / Wet,6.637231871317862,4.79379064836054,6.882265873701402,8.837694407942351,9.003130784931653,8.580030503931606,10.0,10.0,10.0,8.430711905979551,0.11,Blue-Green,m,850.0,850.0,850.0
